sample_id,tc,tn,ph_h2o,ph_kcl,ph_cacl2,clay_0-0.002,silt_0.002-0.05,silt_0.002-0.063,sand_0.05-2,sand_0.063-2,al_icp,fe_icp,ca_icp,mg_icp,k_icp,mn_icp,na_icp,p_icp
08_706,2.605,0.48,5,5.1,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08_730,16.37,1.06,5,4,NA,31.8,NA,NA,NA,NA,25.4016064,42.3947802,205.1685001,532.5650428,928.2128514,130.9586171,16.064257,288.1089576
09_904,4.153,1.001,5.26,4.13,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2072,2.896,2.128,7.42,7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2073,3.6,0.618,7.96,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2074,6.814,0.661,5.38,4.17,NA,NA,NA,NA,NA,NA,22.6792262,15.7992217,107.5731497,397.5529447,889.0562249,280.625608,21.5863454,116.9273367
13_2075,8.859,0.887,8.38,7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2076,13.05,1.238,7.15,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2077,29.84,2.023,5.86,4.76,NA,NA,NA,NA,NA,NA,51.395489,43.9947026,361.7058409,750.5396199,1220.6924075,388.833779,36.9150953,777.667558
13_2078,6.425,2.925,5.36,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2079,10.65,1.134,6.33,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2080,14.57,1.222,5.45,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2102,11.22,1.033,5.9,4.91,NA,NA,NA,NA,NA,NA,42.4493049,53.9273491,963.3312802,806.509909,1504.9325549,165.7825924,41.7757198,389.8131227
13_2103,14.26,1.208,6.18,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2104,14.39,1.162,6.4,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2105,17.99,1.281,5.79,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2106,9.663,0.979,7.46,6.57,NA,NA,NA,NA,NA,NA,41.9497618,55.3585344,1613.9318315,1135.7298074,1543.6274998,334.7414169,56.2133121,470.2319904
13_2107,16.71,1.312,5.48,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2108,26.16,1.611,6.26,5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2109,23.06,1.578,5.47,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2110,11.03,0.989,6.48,5.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2111,14.67,1.162,7.77,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2112,19.16,1.418,6.71,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2113,34.66,2.421,6.62,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2114,8.922,0.8,8.38,7.5,NA,NA,NA,NA,NA,NA,45.1298449,52.522035,4219.4196373,1518.4389098,1407.0276727,575.1662537,75.6520008,427.9236928
13_2115,18.07,1.322,6.33,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2116,21.3,1.425,5.77,4.62,NA,NA,NA,NA,NA,NA,42.0787684,46.6929103,859.0987796,687.2790237,1278.229449,176.1152498,29.6095554,498.2772922
13_2117,22.49,1.495,6.13,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2118,6.926,0.8,8.23,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2119,17.14,1.284,6.02,4.84,NA,NA,NA,NA,NA,NA,42.747452,48.8542309,891.6277633,677.0451481,1140.17671,177.5856126,33.2572223,447.6637318
13_2120,20.03,1.353,5.93,4.9,NA,NA,NA,NA,NA,NA,44.882083,50.6025179,943.0454136,655.479996,1199.9202711,169.156128,31.3932629,452.4926424
13_2121,23.03,1.41,5.45,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2122,6.668,0.818,5.26,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2123,7.016,0.931,7.04,6.55,NA,NA,NA,NA,NA,NA,44.2464899,60.1003846,2044.2333578,1011.1732455,1840.07996,516.5300561,55.4722639,958.6447652
13_2124,9.365,1.046,5.11,4.42,NA,NA,NA,NA,NA,NA,50.7328552,60.096465,760.7329497,751.2828509,1689.3232784,259.8777157,43.1633261,515.0303821
13_2125,25.72,1.801,5.59,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2126,5.132,0.709,7.76,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2127,9.966,1.136,7.27,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2128,11.98,1.116,5.67,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2129,23.48,1.571,5.44,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2130,8.169,0.693,7.22,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2131,6.709,0.849,8.3,7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2132,9.719,0.973,7.13,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2133,23.85,1.601,5.61,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2134,7.401,0.831,8.07,7.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2135,14.18,1.105,6.89,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2136,18.31,1.356,6.18,5.35,NA,NA,NA,NA,NA,NA,50.9350159,58.1986784,1191.8228622,827.0839691,1660.7178267,246.5840405,35.1973032,472.6194109
13_2137,17.57,1.313,5.56,4.55,NA,NA,NA,NA,NA,NA,42.4477783,46.317963,644.2799611,630.273875,1334.7986812,158.7356426,27.9748227,448.1947556
13_2138,5.026,0.706,7.1,5.93,NA,NA,NA,NA,NA,NA,28.597244,35.8829074,1495.8117272,1409.7906055,2191.3641803,807.6427536,83.7654567,654.7163151
13_2139,8.232,0.867,6.68,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2140,11.45,0.933,6.42,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2141,16.51,1.235,5.66,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2142,8.154,0.996,4.79,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2143,6.337,0.88,6.64,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13_2144,11.55,0.916,6.39,5.53,NA,NA,NA,NA,NA,NA,28.0717462,38.0571337,968.9936565,862.4043543,1725.5039615,179.2638264,44.1279711,343.99274809999997
13_2145,16.59,1.138,5.75,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL10C1,36.8863264719645,2.97821491956711,NA,4.78,NA,56.88,22,NA,21.12,NA,68.2313591334053,118.955922869472,2627.02291523651,2430.61988820241,1057.63155830146,5597.88690301069,311.35313490896,1557.43263541565
DRCPL10C10,10.7526417573293,1.22246066729228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL10C4,17.5920391082764,1.74760907888412,NA,4.5,NA,62.88,18,NA,19.12,NA,67.744362745098,125.652941176471,1342.64705882353,2151.47058823529,763.72549019608,6041.42156862745,295.83333333333,1360.53921568627
DRCPL10C7,13.506475687027,1.44610404968262,NA,4.5,NA,60.88,18,NA,21.12,NA,67.8571469293988,123.04906262538,1236.37997476218,2070.28280916327,880.70952242283,6468.45123924157,334.66496796739,1795.96982786514
DRCPL11C1,40.6246431668599,3.22200119495392,NA,4.06,NA,46.88,16,NA,37.12,NA,61.2629901960784,115.917647058824,588.72549019608,1411.76470588235,680.88235294118,5280.14705882353,97.79411764706,1623.77450980392
DRCPL11C4,13.9245057106018,1.44601747393608,NA,4.41,NA,66.88,8,NA,25.12,NA,90.2682038834952,122.614077669903,567.47572815534,1568.93203883495,812.6213592233,3363.34951456311,141.50485436893,2213.83495145631
DRCPL11C7,7.31498599052429,1.00632555782795,NA,4.43,NA,72.88,8,NA,19.12,NA,78.1883663366337,127.35396039604,345.54455445545,1463.86138613861,794.55445544555,2417.57425742574,90.84158415842,2386.88118811881
DRCPL12C1,35.3981065750122,2.89510756731033,NA,4.39,NA,57.6,16,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL12C4,12.2195196151733,1.25878274440765,NA,4.05,NA,69.6,14,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL12C7,5.97797513008118,0.72562918066979,NA,4.24,NA,67.6,14,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL16C1,35.126793384552,2.66353458166122,NA,3.9,NA,74.88,8,NA,17.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL16C10,10.7148838043213,1.12981277207534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL16C4,29.921178817749,2.29793190956116,NA,3.9,NA,72.88,8,NA,19.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL16C7,10.538874864578201,1.15216553211212,NA,4.1,NA,86.88,6,NA,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL17C1,26.3030791282654,1.91367372870445,NA,3.94,NA,70.88,12,NA,17.12,NA,36.4545918367347,111.48443877551,98.21428571429,421.17346938776,188.52040816327,725,32.39795918367,825.25510204082
DRCPL17C10,6.20948493480682,0.68499080836773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL17C4,12.866393327713,1.11154332756996,NA,3.83,NA,70.88,10,NA,19.12,NA,40.0210784313725,101.669362745098,79.16666666667,408.08823529412,124.75490196078,706.37254901961,30.63725490196,615.93137254902
DRCPL17C7,7.26660251617432,0.76995261013508,NA,3.92,NA,66.88,14,NA,19.12,NA,32.3611650485437,104.203155339806,32.76699029126,255.58252427185,89.07766990291,590.77669902913,19.66019417476,583.25242718447
DRCPL1C1,45.9939750035604,3.57420672972997,NA,4.76,NA,43.6,18,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL1C10,11.0012412071228,1.09718605875969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL1C4,30.3361511230469,2.38437354564667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL1C7,16.4375138282776,1.50783648093542,NA,4.54,NA,51.6,14,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL25C1,34.4838953018188,2.97626793384552,NA,4.18,NA,24.88,32,NA,43.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL25C4,21.5651782353719,1.63683985670408,NA,4.11,NA,28.88,28,NA,43.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL25C7,7.88004517555237,0.79258427023888,NA,4.44,NA,30.88,34,NA,35.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL28C1,28.3198738098145,2.20326706767082,NA,4.22,NA,66.88,12,NA,21.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL28C10,15.3711342811584,1.2425247579813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL28C4,25.951631863912,1.94109057386716,NA,4.07,NA,62.88,12,NA,25.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL28C7,11.3035011291504,1.07788987457752,NA,4.36,NA,78.88,8,NA,13.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL30C1,25.7084560394287,2.24893450737,NA,4.46,NA,64.88,14,NA,21.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL30C10,9.78874146938324,1.02531738579273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL30C4,18.7354302406311,1.61359503865242,NA,4.12,NA,66.88,12,NA,21.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL30C7,9.99226570129395,1.07627466320992,NA,4.2,NA,75.6,10,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL32C1,19.7563052177429,1.43741607666016,NA,4.07,NA,61.6,14,NA,24.4,NA,36.2255,81.24775,22.25,291.25,298.75,259.5,24.75,510.75
DRCPL32C10,14.76726770401,0.92593029141426,NA,3.96,NA,47.6,20,NA,32.4,NA,16.4653465346535,60.495297029703,0,202.72277227723,210.64356435644,685.14851485149,21.53465346535,369.05940594059
DRCPL32C4,21.0996317863464,1.42091900110245,NA,4.01,NA,59.6,14,NA,26.4,NA,34.8930693069307,80.6086633663366,0,255.19801980198,232.92079207921,291.08910891089,22.0297029703,405.19801980198
DRCPL32C7,15.8498148123423,0.95311515033245,NA,3.92,NA,56.32,17.28,NA,26.4,NA,22.9927184466019,67.756067961165,0,243.44660194175,217.23300970874,507.28155339806,23.54368932039,369.66019417476
DRCPL34C1,24.8487687110901,2.15479582548141,NA,4.74,NA,70.88,8,NA,21.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL34C10,10.7257378101349,1.04539565742016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL34C4,14.3084692955017,1.33668035268784,NA,4.69,NA,76.88,6,NA,17.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL34C7,8.54675590991974,0.82670852541924,NA,4.91,NA,78.88,4,NA,17.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL3C1,47.4316310882568,3.65163952112198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL3C10,12.1140742301941,1.14685475826263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL3C4,34.4513010978699,2.5571084022522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL3C7,15.5991816520691,1.38014167547226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL7C1,32.1738902727763,2.18528230985006,NA,4.4,NA,63.6,14,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL7C4,14.4830179214478,1.15911707282066,NA,4.27,NA,78.88,12,NA,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL7C7,6.41721506913503,0.74708399673303,NA,4.2,NA,83.6,12,NA,4.40000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL8C1,38.0919528007507,2.70385205745697,NA,4.24,NA,66.88,16,NA,17.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL8C4,18.3283615112305,1.45108863711357,NA,4.33,NA,78.88,12,NA,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRCPL8C7,13.0978989601135,1.11256495118141,NA,4.43,NA,78.88,12,NA,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL10C1,85.8087762196859,9.50878222783407,NA,5.4,NA,46.88,14,NA,39.12,NA,65.0894230769231,89.0480769230769,7964.42307692308,3675,1387.5,3806.00961538462,439.42307692308,2184.61538461538
KBPL10C10,11.7576766014099,1.49017050862312,NA,4.53,NA,56.88,16,NA,27.12,NA,89.01,111.537619047619,675.2380952381,2733.80952380952,1164.28571428571,2562.61904761905,223.33333333333,2674.7619047619
KBPL10C4,30.7110691070557,3.45585465431213,NA,4.64,NA,60.88,16,NA,23.12,NA,72.0668300653595,104.873529411765,2084.80392156863,3454.5751633987,1342.64705882353,3803.34967320262,291.66666666667,1981.86274509804
KBPL10C7,18.002336025238,2.17254981398582,NA,NA,NA,NA,NA,NA,NA,NA,93.7475490196078,110.627450980392,1180.39215686275,2913.72549019608,1341.17647058824,2640.44117647059,311.27450980392,2576.96078431373
KBPL11C1,75.3174686431885,7.29225317637126,NA,4.35,NA,27.6,10,NA,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL11C10,22.4157500267029,1.7900887131691,NA,4.72,NA,24.88,16,NA,59.12,NA,83.005,92.923,2375.5,2540,969.5,2488.25,348,3258.5
KBPL11C4,43.5195255279541,4.28043305873871,NA,4.16,NA,26.88,18,NA,55.12,NA,87.0685,63.333,1207.5,2743.5,1004,1019.25,235,1910
KBPL11C7,31.1990857124329,3.01241368055344,NA,4.4,NA,22.88,24,NA,53.12,NA,86.4661904761905,61.5471428571429,1765.71428571429,2643.33333333333,925.71428571429,973.57142857143,274.76190476191,1990.47619047619
KBPL12C1,97.4146175384522,9.35392141342163,NA,3.6,NA,24.88,12,NA,63.12,NA,58.6009803921569,64.6343137254902,874.01960784314,1805.88235294118,882.35294117647,909.06862745098,156.37254901961,1600
KBPL12C10,42.117649714152,2.28274886806806,NA,3.87,NA,30.88,12,NA,57.12,NA,79.8942857142857,64.957619047619,537.61904761905,2829.04761904762,850,917.85714285714,214.76190476191,2090.95238095238
KBPL12C4,39.6671366691589,3.49303632974625,NA,3.76,NA,24.88,22,NA,53.12,NA,76.1766666666667,71.312380952381,0,1803.80952380952,792.85714285714,688.80952380952,160,1750.47619047619
KBPL12C7,29.5288515090942,2.28590965270996,NA,3.89,NA,30.88,12,NA,57.12,NA,84.0175,64.0115,0,2286.5,839,623.25,178.5,2114
KBPL1C1,47.3554182052612,4.93088275194168,NA,3.27,NA,61.6,19.28,NA,19.12,NA,84.959,100.2,224,1985,866,2540.75,192.5,1447
KBPL1C10,11.978245973587,1.29801305631797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL1C4,21.2174725532532,2.13207885622978,NA,NA,NA,NA,NA,NA,NA,NA,70.2987828426095,106.224557549643,122.87740338854,2160.60321849556,873.20621261855,2299.41095042821,205.26930279675,1534.77132892023
KBPL1C7,17.1918757756551,1.60244251290957,NA,3.49,NA,67.6,14,NA,18.4,NA,96.42175,107.1355,74,2160,916,2069.25,245.5,1818.75
KBPL2C1,111.491260528564,8.64021321137746,NA,3.32,NA,51.6,9.28,NA,39.12,NA,84.0170193192272,110.003679852806,387.76448942042,1927.32290708372,919.96320147194,5111.54553817847,230.91076356946,1671.57313707452
KBPL2C10a,11.0011025269826,1.24649122357369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL2C4,20.9114265441895,2.00789550940196,NA,3.63,NA,73.6,10,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL2C7,13.1216172377268,1.41768182317416,NA,3.77,NA,71.6,10,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL3C1,97.4223295847575,7.58445183436076,NA,3.37,NA,53.6,9.28,NA,37.12,NA,76.3344930417495,101.051689860835,370.27833001988,1737.5745526839,913.51888667992,4490.30815109344,213.22067594433,1515.90457256461
KBPL3C10,9.47919130325317,1.14025339484215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL3C4,21.2995934486389,2.09877908229828,NA,3.56,NA,77.6,9.28,NA,13.12,NA,104.533428844317,131.146609360076,0,2077.36389684814,1021.01241642789,4336.43744030563,396.370582617,1501.91021967526
KBPL3C7,12.2401428222656,1.38411343097687,NA,3.67,NA,67.6,8,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL4C1,62.834210395813,5.94342708587646,NA,3.3,NA,61.6,13.28,NA,25.12,NA,83.1859344894027,105.046724470135,336.70520231214,1991.81117533719,835.74181117534,1889.93256262042,204.72061657033,1669.55684007707
KBPL4C10,15.8697867393494,1.53617843985558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL4C4,26.3774132728577,2.38909795880318,NA,3.28,NA,67.6,11.28,NA,21.12,NA,89.3530828516378,112.462427745665,0,2106.45472061657,776.01156069364,1453.51637764933,289.49903660886,1581.40655105973
KBPL4C7,15.7021443049113,1.5113128721714,NA,3.44,NA,65.6,14,NA,20.4,NA,104.375495049505,112.513366336634,96.0396039604,2037.62376237624,791.58415841584,1230.94059405941,305.94059405941,1620.54455445545
KBPL5C1,51.7305676142375,5.56984841823578,NA,3.44,NA,55.6,14,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL5C10,13.6568129062653,1.40425071120262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL5C4,27.9842019081116,2.79609680175781,NA,3.28,NA,67.6,13.28,NA,19.12,NA,90.5851814516129,117.475806451613,0,2771.67338709677,885.08064516129,2029.98991935484,397.17741935484,1525.20161290323
KBPL5C7,38.5533781846364,4.0229590733846,NA,NA,NA,NA,NA,NA,NA,NA,121.320564516129,129.198084677419,101.31048387097,2912.80241935484,862.90322580645,1940.27217741936,451.10887096774,1536.29032258065
KBPL6C1,58.9920663833618,6.46979153156281,NA,4.6,NA,49.6,17.28,NA,33.12,NA,70.9732862903226,101.317540322581,3307.96370967742,3753.02419354839,822.58064516129,3345.51411290323,399.69758064516,1396.67338709677
KBPL6C10,9.8618495464325,1.17848279575507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL6C4,22.7381062507629,2.40474626421928,NA,3.72,NA,59.6,17.28,NA,23.12,NA,91.3427419354839,115.725302419355,449.09274193548,2996.47177419355,799.89919354839,2438.76008064516,365.42338709677,1378.02419354839
KBPL6C7,14.6139812469482,1.62574350833893,NA,3.56,NA,60.88,16,NA,23.12,NA,85.7308467741935,113.928427419355,0,3054.43548387097,706.14919354839,2176.66330645161,368.95161290323,1633.06451612903
KBPL7C1,46.2865877151489,5.03283739089966,NA,4.85,NA,52.88,16,NA,31.12,NA,95.6496975806451,121.854334677419,3389.11290322581,7075.60483870968,938.00403225806,3503.27620967742,720.26209677419,1401.20967741935
KBPL7C10,10.0132739543915,1.06579661369324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL7C4,20.7878565788269,2.16241583228111,NA,4.33,NA,56.88,16,NA,27.12,NA,99.8966733870968,120.255544354839,1316.53225806452,6776.71370967742,557.45967741936,2786.54233870968,650.20161290322994,1293.34677419355
KBPL7C7,14.5703482627869,1.50151297450066,NA,NA,NA,NA,NA,NA,NA,NA,104.964717741935,124.412802419355,479.83870967742,5895.16129032258,456.65322580645,2578.8810483871,683.46774193548,1330.64516129032
KBPL8C1,52.5742673873901,4.96403276920319,NA,3.5,NA,34.88,8,NA,57.12,NA,92.1490384615385,108.780288461538,1322.11538461538,2387.5,733.65384615385,2193.50961538462,328.36538461539,1463.94230769231
KBPL8C10,15.4224300384522,1.41953950126966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL8C4,29.4099624951681,2.59619216124217,NA,3.55,NA,65.6,14,NA,20.4,NA,96.8084951456311,110.205339805825,333.00970873786,2274.27184466019,706.79611650485,1168.20388349515,333.98058252427,1480.82524271845
KBPL8C7,19.9074459075928,1.76940992474556,NA,NA,NA,NA,NA,NA,NA,NA,94.5233009708738,112.885922330097,0,2076.69902912621,651.45631067961,1266.26213592233,313.59223300971,1240.29126213592
KBPL9C1,51.3502883911133,5.26290059089661,NA,3.35,NA,62.88,16,NA,21.12,NA,92.6153465346535,103.34900990099,631.18811881188,2892.07920792079,695.0495049505,2566.58415841584,481.18811881188,1207.42574257426
KBPL9C10,15.448591709137,1.43097802996635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL9C4,25.4990228017171,2.52368499835332,NA,3.45,NA,61.6,20,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
KBPL9C7,17.8737032413483,1.59687519073486,NA,3.11,NA,66.88,18,NA,15.12,NA,106.042788461538,116.304807692308,0,2901.92307692308,560.57692307692,1549.75961538462,595.67307692308,1115.86538461538
NPL10C1,62.3113775253296,3.51690232753754,NA,2.97,NA,15.6,28,NA,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL10C10,6.51013851165772,0.22149682665865,NA,3.88,NA,18.88,28,NA,53.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL10C4,23.9035097757975,0.80673592785994,NA,3.86,NA,29.6,32,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL10C7,22.6096606254578,0.65400250256062,NA,3.9,NA,29.6,26,NA,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL11.1C7,1.49080380797386,0.13227896143993,NA,3.78,NA,26.88,28,NA,45.12,NA,4.20816831683168,2.21930693069307,0,86.13861386139,310.89108910891,2.22772277228,81.18811881188,98.26732673267
NPL11.3C10,4.47012543678284,0.11478489264846,NA,3.73,NA,11.6,20,NA,68.4,NA,4.18341584158416,0.78514851485149,1.48514851485,74.75247524752,183.16831683168,7.67326732673,39.60396039604,109.65346534654
NPL11.3C7,44.261622428894,0.98298318684101,NA,3.28,NA,7.6,16,NA,76.4,NA,4.03907766990291,0.53349514563107,0,30.09708737864,81.06796116505,5.09708737864,16.50485436893,115.77669902913
NPL11C1,93.8499228159586,5.48036595185598,NA,2.97,NA,11.2,8,NA,80.8,NA,4.70325,1.7685,52.5,90,149,10.25,13.5,289.75
NPL11C4,16.5888166427612,0.59291522949934,NA,3.67,NA,15.6,9.99999999999999,NA,74.4,NA,3.39015151515151,1.10353535353535,0,52.525252525250004,90.90909090909,8.83838383838,12.62626262626,84.09090909091
NPL12C1,32.7860379219055,2.0156529545784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL12C4,8.32753419876099,0.3492891167601,NA,3.03,NA,9.6,12,NA,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL1C1,74.5394468307495,5.38156986236572,NA,3.16,NA,26.88,12,NA,61.12,NA,38.941,87.523,0,519.5,519,146.75,34,996.5
NPL1C10,13.3375680446625,0.95060788094997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL1C4,25.7375264167786,1.54502972960472,NA,3.71,NA,40.88,12,NA,47.12,NA,52.6139175257732,91.7520618556701,0,531.9587628866,466.49484536083,214.69072164949,30.92783505155,709.27835051546
